iter	Logloss
134	0.3913347342
135	0.3910389496
136	0.3907867061
137	0.3905032424
138	0.3902156729
139	0.3900161869
140	0.3898132084
141	0.3896132999
142	0.389371301
143	0.3891188272
144	0.3888942581
145	0.388733992
146	0.3885214378
147	0.3882963569
148	0.3881116563
149	0.3878823268
150	0.3876317901
151	0.3874671889
152	0.3873329618
153	0.3871606552
154	0.3869104583
155	0.3867624427
156	0.3865357128
157	0.3863186726
158	0.3860240891
159	0.3858201097
160	0.3856060832
161	0.3853872787
162	0.3851765131
163	0.3849455168
164	0.3848225527
165	0.3846588918
166	0.3844080961
167	0.3841127874
168	0.3839164377
169	0.3836673721
170	0.3834622219
171	0.383281728
172	0.3831043133
173	0.3829059542
174	0.3827812073
175	0.3825821831
176	0.3823633064
177	0.3822078532
178	0.3820871632
179	0.3820044528
180	0.3818341742
181	0.3816380135
182	0.3814900914
183	0.3813319264
184	0.3811330557
185	0.3809624878
186	0.3808627564
187	0.3805997811
188	0.3804636067
189	0.380317937
190	0.3802162148
191	0.3802110975
192	0.3800776489
193	0.3799483878
194	0.3797837968
195	0.3796724442
196	0.3795300601
197	0.3793526204
198	0.3791850306
199	0.379078932
200	0.3789519825
201	0.3788057377
202	0.3787067708
203	0.3785299255
204	0.3783951036
205	0.3781333506
206	0.3779237997
207	0.3777172302
208	0.377662056
209	0.3774588806
210	0.3773370326
211	0.3771235493
212	0.3770447435
213	0.3768894579
214	0.3767453518
215	0.3766491051
216	0.3765661323
217	0.3764543829
218	0.3762057892
219	0.3760944145
220	0.3759432373
221	0.3757304991
222	0.3755592765
223	0.3754296021
224	0.3752891507
225	0.3750438325
226	0.3749108222
227	0.3748162078
228	0.3746309517
229	0.3745040335
230	0.3743271126
231	0.374061764
232	0.3739399632
233	0.3738202683
234	0.3737017455
235	0.3736248106
236	0.3735065005
237	0.3733755794
238	0.3732470018
239	0.3731875493
240	0.3730441773
241	0.3729335174
242	0.3729202808
243	0.3728299455
244	0.3726973318
245	0.3726030636
246	0.3724946445
247	0.3724194145
248	0.3723238817
249	0.3721491251
250	0.3719914576
251	0.3717944598
252	0.371647798
253	0.3715725944
254	0.3714539716
255	0.3713157721
256	0.3711777755
257	0.3710555326
258	0.3708696367
259	0.3707103618
260	0.3705086745
261	0.3703541005
262	0.370215058
263	0.3700354993
264	0.3699569962
265	0.3697838172
266	0.3696108746
267	0.3694517412
268	0.3693392803
269	0.3691837669
270	0.3691247534
271	0.3689856224
272	0.3688873917
273	0.3687813107
274	0.3686576109
275	0.3685481926
276	0.3684265299
277	0.3682825211
278	0.3681324415
279	0.3680303088
280	0.3679668031
281	0.367839395
282	0.3677227923
283	0.3676324756
284	0.3676304209
285	0.3674770725
286	0.3672973519
287	0.3671507939
288	0.3669585154
289	0.3668142868
290	0.3666541385
291	0.3665566612
292	0.3664676395
293	0.3663981469
294	0.3663401678
295	0.3661467999
296	0.366031074
297	0.3659399253
298	0.3658816355
299	0.3657319601
300	0.3656874463
301	0.3655102042
302	0.3654238307
303	0.365199574
304	0.3650776598
305	0.3649730952
306	0.3648717754
307	0.3648008381
308	0.3646230829
309	0.3644465822
310	0.3643122466
311	0.3642113725
312	0.3640702202
313	0.3638832973
314	0.3637947017
315	0.3637195299
316	0.3636258571
317	0.3635390806
318	0.3634126653
319	0.3633073302
320	0.3632209961
321	0.363142242
322	0.3629798544
323	0.3628422143
324	0.3626915189
325	0.3626175864
326	0.3624938395
327	0.3623386498
328	0.362171812
329	0.3621039758
330	0.3619472413
331	0.361816359
332	0.3616877822
333	0.3616472603
334	0.3615873755
335	0.3615442091
336	0.3613659675
337	0.361229872
338	0.3611631136
339	0.3610066894
340	0.3610038667
341	0.3609960141
342	0.3608112625
343	0.3607077186
344	0.3605453655
345	0.3604429939
346	0.3603290574
347	0.3601682846
348	0.3600506838
349	0.3598433745
350	0.3596847399
351	0.3595373563
352	0.3593670255
353	0.3592583831
354	0.3590338643
355	0.3588597163
356	0.3587203765
357	0.3585594636
358	0.3585055802
359	0.3583789257
360	0.3582051842
361	0.3581506345
362	0.3580818833
363	0.3579905806
364	0.3578106045
365	0.3577249956
366	0.3576021883
367	0.3575799497
368	0.3574698371
369	0.3573676381
370	0.3572120977
371	0.3570771071
372	0.3569586585
373	0.3568946292
374	0.3568280443
375	0.3567453224
376	0.3565864522
377	0.3564910351
378	0.3563680623
379	0.3562740263
380	0.3561724555
381	0.3560430194
382	0.3559254107
383	0.3558613934
384	0.355705224
385	0.3555454938
386	0.3554205126
387	0.3553023996
388	0.3551102416
389	0.3549510537
390	0.3548284148
391	0.3547352436
392	0.354599189
393	0.3544883663
394	0.3544553868
395	0.3543462975
396	0.3542724869
397	0.3541477546
398	0.354093984
399	0.3540202403
400	0.3539279244
401	0.3538651647
402	0.3536623395
403	0.3535651967
404	0.3535101639
405	0.3533455101
406	0.3532682024
407	0.3531515211
408	0.3529841485
409	0.3529042198
410	0.3527694377
411	0.3527041307
412	0.3526329768
413	0.352577869
414	0.3524559008
415	0.3523388766
416	0.3522167942
417	0.3521279671
418	0.3520519436
419	0.3519656019
420	0.3518461261
421	0.3516087669
422	0.3514848393
423	0.3514303686
424	0.351278233
425	0.3511572867
426	0.3510148691
427	0.3508853323
428	0.3507604748
429	0.3505641479
430	0.3504884064
431	0.3504205706
432	0.3502737375
433	0.3501524584
434	0.3500351352
435	0.3499207113
436	0.3497894732
437	0.3496478581
438	0.3495100914
439	0.3493670751
440	0.3492332641
441	0.3490882938
442	0.3489693065
443	0.3487177816
444	0.3486313627
445	0.3485492126
446	0.3485009944
447	0.3483710891
448	0.3482650084
449	0.3481628984
450	0.3479290009
451	0.3478199618
452	0.3476554657
453	0.3474981822
454	0.3473954203
455	0.3472670962
456	0.347168391
457	0.3470754699
458	0.3469485678
459	0.3468865684
460	0.3467659857
461	0.3466374708
462	0.3464801534
463	0.3464141787
464	0.346310548
465	0.346258681
466	0.3461673888
467	0.3459910102
468	0.3459035628
469	0.3458127008
470	0.3457005155
471	0.3456114883
472	0.3455237088
473	0.345447914
474	0.3453332239
475	0.3452315602
476	0.3450917433
477	0.344944917
478	0.3447760577
479	0.3446252357
480	0.3445207737
481	0.3443629912
482	0.3441944779
483	0.344109187
484	0.3440020479
485	0.3438595509
486	0.343760572
487	0.3436044829
488	0.3435083005
489	0.3433517881
490	0.3432873333
491	0.3430962255
492	0.3430061709
493	0.3428498359
494	0.3427892231
495	0.3426616005
496	0.3425717512
497	0.3424279863
498	0.3423877694
499	0.3422741719
500	0.3420988704
501	0.341991311
502	0.3417840851
503	0.341646071
504	0.3415058395
505	0.3414489747
506	0.341323133
507	0.3411941121
508	0.3410745589
509	0.3409787819
510	0.3408668762
511	0.3407659144
512	0.3406133826
513	0.3405602626
514	0.3403915484
515	0.3402954698
516	0.3401769275
517	0.340106401
518	0.3399954857
519	0.3398060578
520	0.3396768974
521	0.3395096249
522	0.3394446367
523	0.339311603
524	0.339234795
525	0.3391069604
526	0.339034447
527	0.3389784374
528	0.3388884953
529	0.3387955369
530	0.3386780001
531	0.3385188658
532	0.3383337494
533	0.3382719322
534	0.3381419337
535	0.338065433
536	0.3379561428
537	0.3378192207
538	0.3376441905
539	0.3374617405
540	0.3373972838
541	0.3372492108
542	0.3370954921
543	0.3369842
544	0.3369115417
545	0.3367598572
546	0.3366699296
547	0.3365903048
548	0.3365089844
549	0.3364052705
550	0.336284004
551	0.3361441019
552	0.3359633722
553	0.3358212839
554	0.3356801818
555	0.3355691358
556	0.3353978689
557	0.3352324389
558	0.3350997999
559	0.3349670124
560	0.3348403914
561	0.3347248524
562	0.3346017489
563	0.3345034011
564	0.334353056
565	0.3342697422
566	0.3341464124
567	0.3341005247
568	0.3340358954
569	0.3339038258
570	0.3337656559
571	0.3336059773
572	0.3334825784
573	0.3333302783
574	0.3332630465
575	0.3331007877
576	0.3330488538
577	0.3329457653
578	0.3328715874
579	0.3327131001
580	0.3326188062
581	0.3325022868
582	0.3324208298
583	0.3323656918
584	0.3322504671
585	0.3320755136
586	0.3319479011
587	0.3318084624
588	0.3316623547
589	0.3316127016
590	0.3315443753
591	0.3313776251
592	0.3312330016
593	0.3311402245
594	0.3310522864
595	0.3309492833
596	0.3308362395
597	0.3306832582
598	0.3305894683
599	0.3304532451
600	0.3303174208
601	0.3302009005
602	0.3301192379
603	0.3300718834
604	0.3299448696
605	0.329882572
606	0.3297508176
607	0.3296679072
608	0.3295791779
609	0.3294172388
610	0.3293202368
611	0.3292012753
612	0.3290524716
613	0.3290088053
614	0.3289466825
615	0.328888067
616	0.3287779482
617	0.3286080897
618	0.3285520108
619	0.3284693291
620	0.3283369292
621	0.3282354513
622	0.3281869315
623	0.328045246
624	0.3279038106
625	0.3278329065
626	0.3276863484
627	0.3276314086
628	0.3275052625
629	0.3274052203
630	0.3272922751
631	0.3272367065
632	0.3271319723
633	0.3269599146
634	0.3268326496
635	0.3267554301
636	0.3266985021
637	0.3266036659
638	0.3265119431
639	0.3263717939
640	0.3262535773
641	0.3262031771
642	0.3260696627
643	0.326003055
644	0.325940079
645	0.325826037
646	0.3257465701
647	0.3256482812
648	0.3255200678
649	0.325383953
650	0.3252790004
651	0.3251692063
652	0.3250950612
653	0.3249598566
654	0.3248616864
655	0.3247491483
656	0.3246322789
657	0.3245323944
658	0.324427412
659	0.3242545383
660	0.3241542339
661	0.3240546211
662	0.3239378592
663	0.3238811743
664	0.3237698502
665	0.3236558417
666	0.3235529125
667	0.3234683862
668	0.3234123723
669	0.3233451064
670	0.3232527606
671	0.3231438302
672	0.3230507869
673	0.3228900128
674	0.3227917058
675	0.3227506405
676	0.3226632263
677	0.3225504028
678	0.3224875526
679	0.3223882438
680	0.322279669
681	0.322209301
682	0.3220680275
683	0.3218946537
684	0.3218052784
685	0.3217574666
686	0.3216535002
687	0.3215634978
688	0.321431395
689	0.3213459661
690	0.3212499444
691	0.3211096358
692	0.3210017245
693	0.3208861406
694	0.3208138225
695	0.3207234831
696	0.3205820365
697	0.3204827313
698	0.3204436195
699	0.3203938293
700	0.3202898039
701	0.3201942256
702	0.3200243194
703	0.3199309085
704	0.3198811689
705	0.3197697031
706	0.3196269188
707	0.3195103196
708	0.3194000838
709	0.3193475591
710	0.3192064324
711	0.3191185004
712	0.3190565996
713	0.3189342403
714	0.318805378
715	0.3187480031
716	0.3186554472
717	0.3185279211
718	0.3184435803
719	0.3183406729
720	0.3182571657
721	0.3181556074
722	0.3180751234
723	0.3179597012
724	0.3179042043
725	0.3177837599
726	0.3176831872
727	0.3175954084
728	0.3175377072
729	0.3174883095
730	0.3173908459
731	0.3172743908
732	0.3171776982
733	0.3170986296
734	0.3169530236
735	0.3168673907
736	0.3167938222
737	0.3167377172
738	0.3166438619
739	0.3165659768
740	0.316470911
741	0.3164014167
742	0.3163059335
743	0.3161923509
744	0.3161104744
745	0.3159871778
746	0.3158201912
747	0.3157309027
748	0.315653314
749	0.3156056767
750	0.3155319991
751	0.3154771139
752	0.3153949326
753	0.3153058912
754	0.3152405071
755	0.3151554508
756	0.3150398359
757	0.3148990924
758	0.3148406858
759	0.3147202313
760	0.3146102737
761	0.3145185683
762	0.3144190762
763	0.3143313969
764	0.3142810897
765	0.3140950204
766	0.3140265675
767	0.3139217962
768	0.3138080734
769	0.3137316199
770	0.3136235625
771	0.3135686975
772	0.3134894325
773	0.3133323085
774	0.3132332967
775	0.31318276
776	0.313129934
777	0.3130487184
778	0.3130193766
779	0.3129310097
780	0.3128218893
781	0.3127335314
782	0.3126578473
783	0.3125618149
784	0.3124314849
785	0.3123898162
786	0.3122340856
787	0.3121445438
788	0.3120106919
789	0.3119557003
790	0.3118572023
791	0.3117744879
792	0.3116714193
793	0.3116244319
794	0.3115496039
795	0.3114677981
796	0.3113634186
797	0.3112775221
798	0.3112127845
799	0.3111178802
800	0.3110337688
801	0.3109230583
802	0.3108448652
803	0.310702877
804	0.3106283925
805	0.3105624539
806	0.310489892
807	0.3103979045
808	0.3103376888
809	0.3102533985
810	0.3102026126
811	0.3101352442
812	0.3100486075
813	0.3099644485
814	0.3099091596
815	0.3098153673
816	0.3097410012
817	0.309620549
818	0.3096043574
819	0.3095608639
820	0.3094820998
821	0.3093203569
822	0.3091785917
823	0.309088857
824	0.3090016263
825	0.3089425513
826	0.3088419457
827	0.3087466971
828	0.3085930045
829	0.3085221716
830	0.3084040741
831	0.3083591478
832	0.3082792417
833	0.3081507027
834	0.3080876435
835	0.3080428106
836	0.3079860572
837	0.3079253855
838	0.3078800783
839	0.3077756136
840	0.3077335311
841	0.3075870656
842	0.307492009
843	0.3074000751
844	0.3072787807
845	0.3071810496
846	0.3070873496
847	0.307016997
848	0.3069080164
849	0.3068296914
850	0.3067021357
851	0.3066202373
852	0.3065406127
853	0.306465025
854	0.3063911235
855	0.3063170729
856	0.3062142924
857	0.3061723868
858	0.3060906624
859	0.3060184214
860	0.3059458669
861	0.3058579185
862	0.3057884463
863	0.3057167969
864	0.3056406667
865	0.3055983014
866	0.3055176771
867	0.3054758859
868	0.3053588119
869	0.3052134203
870	0.3051591737
871	0.3051059442
872	0.3050069627
873	0.3049527456
874	0.3048821243
875	0.3048450579
876	0.3047433108
877	0.30463544
878	0.304529839
879	0.3044519523
880	0.3043233472
881	0.3042164984
882	0.3041447768
883	0.3040213367
884	0.3039186697
885	0.3038600729
886	0.3037232837
887	0.3036231186
888	0.3035237374
889	0.3034018415
890	0.3033358361
891	0.3032655604
892	0.3031717144
893	0.3030595655
894	0.3029231249
895	0.3028321211
896	0.3027663696
897	0.3026615172
898	0.3025816335
899	0.3024989969
900	0.302384242
901	0.3022800888
902	0.3022175087
903	0.302145675
904	0.3020546291
905	0.3020014846
906	0.3019343131
907	0.3018527662
908	0.3017401346
909	0.3016736383
910	0.3016290658
911	0.3015151822
912	0.3014493857
913	0.3013738846
914	0.3013434157
915	0.3012532622
916	0.3011689685
917	0.3011076557
918	0.3010279894
919	0.30095775
920	0.3008344987
921	0.3007684859
922	0.3006415898
923	0.3005608608
924	0.3004530609
925	0.300380431
926	0.3003106227
927	0.3002276419
928	0.300141229
929	0.3000566344
930	0.2999883816
931	0.2999227842
932	0.299826146
933	0.2997028485
934	0.2996428289
935	0.2995915233
936	0.2995287866
937	0.2994607672
938	0.2993557484
939	0.2992821314
940	0.2991842379
941	0.2991138589
942	0.298999322
943	0.2988490553
944	0.2987668648
945	0.2986543765
946	0.2986181609
947	0.2985177646
948	0.2984708512
949	0.2983865776
950	0.2983464744
951	0.2982690955
952	0.2981983234
953	0.2981840845
954	0.2980625933
955	0.2979467056
956	0.2978711918
957	0.2978177163
958	0.2976906347
959	0.2976074189
960	0.2975395366
961	0.2974141624
962	0.297324056
963	0.2972662237
964	0.2971266805
965	0.2970586233
966	0.2969527765
967	0.29686796
968	0.2967757955
969	0.2966773786
970	0.2966044328
971	0.2965129669
972	0.296411845
973	0.2963394007
974	0.2962805055
975	0.2962621688
976	0.2962026165
977	0.2961323179
978	0.2960141006
979	0.2959405759
980	0.2958768995
981	0.2958045542
982	0.2957207788
983	0.2956658098
984	0.2955571837
985	0.2955116118
986	0.295445097
987	0.2953878465
988	0.2953229549
989	0.295231352
990	0.2951337804
991	0.2950613938
992	0.2949820069
993	0.2949136353
994	0.2948532166
995	0.2948004335
996	0.2947050195
997	0.2945933974
998	0.2945005969
999	0.2944387891
